326,306
2161,2531
2483,1225
553,1675
1851,481
2181,2399
2675,777
1715,3017
2373,1951
2539,3313
2057,1579
3047,3237
1289,3371
1613,2871
2122,3454
837,1183
1978,2254
1660,1076
530,854
2332,1556
2992,1808
2019,2905
2024,824
1387,1649
1558,1442
765,1351
2091,2737
959,1197
2261,1615
658,2518
179,3017
837,1951
362,3038
2663,549
2839,1845
745,1739
1735,2373
488,824
675,1433
1336,1064
854,866
2161,2787
725,1615
86,1122
1387,1137
261,2527
1564,3348
3033,1435
1256,2616
1456,1808
1622,2658
2630,2098
202,2558
2979,1433
2983,997
2992,528
235,1521
2516,3260
1881,1307
625,995
2582,1186
1456,16
2779,961
199,3141
359,37
2008,3080
238,938
2839,53
727,3445
909,1015
1235,3369
1727,2989
1895,549
280,3528
137,683
2113,2899
2649,3099
2155,1649
2992,16
577,2643
571,1249
1076,3036
2390,1122
1130,1246
1306,238
187,353
191,2989
1847,3221
2330,1262
729,3227
577,2899
2857,1675
2373,159
1243,961
1735,3141
291,3353
619,2417
1127,2341
2263,3445
1624,2952
1493,1615
1978,462
1497,3227
2330,3054
69,1183
1850,2126
577,1107
2390,2658
2741,751
2091,945
796,3348
2774,2018
326,2098
688,528
2155,2417
866,2630
2663,2341
880,80
1851,2273
2842,238
1393,2531
1718,2434
2539,1521
1735,581
1413,2399
2390,2914
980,3260
675,3225
2002,1430
1046,1186
1381,2047
1238,1762
1399,85
1727,1197
3033,3227
1747,1065
1646,1066
199,581
2155,2929
553,3467
2181,607
1862,2098
909,3575
2884,1804
475,193
1774,938
2582,2978
2923,625
1460,348
2774,738
2936,488
1006,938
1814,2978
359,2341
1677,1015
2978,3078
2008,1288
238,2730
86,2914
1387,2929
586,1662
909,2807
112,3152
2881,2899
631,3413
1127,549
2263,1653
14,2826
179,1225
362,1246
2983,2789
1381,255
2516,1468
86,2658
2872,1064
598,98
1738,766
727,1653
88,1160
1079,3221
137,2475
2089,1675
315,481
1003,1521
2649,1307
2992,2320
2194,726
1898,1246
2879,2861
2402,2630
2901,2511
314,334
1771,3313
165,943
1467,1393
202,3566
359,1333
1833,1435
2487,2821
2497,2755
2996,3148
1210,222
2691,3113
1879,3557
581,655
2043,49
3031,869
2881,1859
2069,2335
296,488
970,1774
1783,1733
2770,2438
1301,287
837,1167
1166,2714
1323,929
1831,885
710,3234
1029,719
1399,2885
923,3089
1273,747
651,705
2279,437
182,3218
845,39
2149,1263
530,70
1345,1859
1509,1391
1511,2229
880,2880
727,2661
2551,3525
631,837
154,126
2771,2361
664,1624
1336,1080
1028,348
91,3153
1221,271
746,1358
2737,1971
295,885
2602,1038
2282,3150
341,3295
677,3503
533,799
2983,1013
873,2651
1690,126
2026,334
1234,646
619,2657
2737,179
2917,3055
487,2741
1797,2511
2134,2674
1335,133
2474,910
1831,1909
2380,1972
763,1073
455,2389
1129,1115
2936,3064
2117,655
2002,2438
1198,3066
1708,1748
1719,1029
1447,1013
487,2229
1460,3148
2595,777
979,569
2299,1073
521,827
69,2959
2501,1551
1210,2014
2859,929
598,2674
1747,2361
2565,719
3,3241
172,1748
2771,569
2935,1093
1831,2677
710,1442
69,1167
923,1297
1432,1624
165,2735
656,416
651,2497
1467,3185
359,3125
2167,2629
2497,963
2691,1321
247,3525
575,61
1731,3561
2551,1733
2567,21
2103,1925
2113,1859
1029,2511
2837,2079
91,1361
1066,1038
1221,2063
2200,3416
746,3150
1235,569
2069,799
2246,1442
1273,2539
2602,2830
2279,2229
182,1426
2962,3526
2647,3557
1018,2462
1511,437
1832,2280
2011,1745
238,3514
3003,3185
567,1925
2192,416
2194,1734
577,1859
581,2447
922,126
2734,1274
1127,1333
979,2361
1969,1971
2501,3343
567,133
1082,2910
2057,2619
3045,1391
2599,1909
1808,800
2458,126
2149,3055
2983,2805
880,1088
2213,1711
2215,1013
2576,2592
1797,719
507,49
1003,1249
521,2619
2811,1841
1706,910
2515,2361
575,1853
1399,1093
2217,3099
1774,1722
2103,133
2149,2543
2487,1029
2488,952
1040,2592
1094,1314
2228,3148
470,3314
1775,1325
1460,1356
2595,2569
28,3124
212,3484
2984,2392
235,465
729,3003
1381,3551
1535,77
2192,2704
2384,2256
1108,28
1939,3145
2758,1426
494,2186
1641,1643
2793,3563
1523,3241
1202,1302
2841,2427
1397,1551
1723,2369
1241,187
2381,1303
1589,1103
656,2704
1653,2063
2645,495
2161,3011
1701,1951
1564,3124
3029,623
2428,3092
658,2294
1799,805
2949,383
86,1090
1232,80
2738,1302
626,2646
165,1951
488,1048
2777,1979
1648,1648
357,1503
1048,1512
263,2597
1232,1872
2045,1895
280,3304
2881,883
772,2924
2087,325
631,1397
961,3315
2768,80
1040,16
1365,495
1701,159
171,2833
1816,3304
200,3320
2645,1519
2497,3315
577,2675
1393,1731
1895,261
2554,686
124,1300
2416,3440
2409,1643
151,2965
2601,2219
165,1183
2930,854
489,1771
845,1303
2155,1873
571,1473
263,2341
3019,1969
434,3094
1257,3563
939,273
304,2480
1293,1111
2445,215
1677,2007
53,2895
873,1643
1523,1449
2381,3095
1483,1969
28,1332
1990,1426
2323,457
892,1300
2024,2840
1876,28
2707,3145
3029,2415
2384,464
1109,2287
315,1729
796,3124
1939,1353
2758,3218
658,502
1641,3435
2793,1771
538,1230
380,3092
1369,315
2357,1103
1881,2875
1897,107
464,80
1277,103
656,912
821,1871
1805,599
1003,465
2645,2287
2984,600
551,2117
241,67
1381,1759
1564,1332
772,1132
297,2219
645,3199
489,3563
821,79
19,457
2455,1173
2798,2186
1348,1580
1851,3521
241,1859
3001,2075
1257,1771
357,3295
359,2053
263,805
3033,3003
919,2965
1897,1899
112,3440
1256,1048
2066,2422
464,1872
1277,1895
2416,1648
2409,3435
2113,883
2930,2646
2933,1807
1483,177
2949,3199
2303,1869
845,3095
2649,1083
1366,2114
2357,79
1083,1729
3067,513
2445,2007
1816,1512
361,1899
1497,3003
537,635
1677,215
2495,2189
729,1211
2192,1424
577,883
1222,3218
1895,2053
2584,3304
653,967
817,1555
1301,63
2455,2181
1003,2753
1973,479
2963,2137
1334,1074
1343,541
2497,2787
2504,1512
241,2899
2859,1153
1399,2661
2211,2217
2731,2817
1591,2213
2091,2945
167,2005
2629,2991
509,119
1816,3064
1015,3301
2647,1989
2811,2065
2837,831
2521,427
907,737
433,2195
1243,1521
1419,2273
2234,3582
2395,2929
2905,3115
1166,2490
1336,1304
1349,2479
2026,1902
1063,2901
1729,995
2409,635
475,2545
973,2439
817,1299
1301,831
2277,847
1969,2195
2955,2273
691,3321
1349,2223
2503,1909
3002,1790
2870,1330
597,2303
2551,3301
473,2987
634,1342
2119,1013
191,2205
2957,2759
2159,653
2170,3134
1364,1804
82,1318
741,2639
1223,373
2211,3241
455,2165
1276,3204
325,2991
488,1288
659,2137
1466,1790
1808,2816
2149,975
2837,1855
1861,1199
2859,385
2875,2257
2381,263
2885,2223
1093,3503
1255,661
1256,3080
2899,1689
3069,2679
10,2446
979,793
19,3033
507,2065
1799,1589
509,1911
1323,1153
2307,2441
1840,1696
69,2735
2515,281
1221,1071
1727,2205
2879,541
1747,2073
1262,1178
1618,1318
2777,1195
2792,3080
679,3029
682,1710
698,3582
2488,2968
873,2427
566,3122
1720,1176
437,2271
1094,3330
939,257
632,1496
2777,2987
679,1237
1015,1509
2487,805
2011,1521
1546,2446
433,403
1419,481
304,1696
2905,1323
2102,1330
3,3465
653,2759
19,1241
2133,1279
1003,961
2504,3304
2839,3077
260,124
1399,869
1591,421
2565,3311
475,753
973,647
2111,541
2595,3113
1301,2623
1966,3290
2630,1538
184,2968
2955,481
675,3241
2651,1905
859,625
1879,1989
2870,3122
597,511
1585,1299
778,654
1443,1449
634,3134
2924,308
1796,124
2813,1911
710,1666
875,2625
2023,2965
91,1137
581,2479
1729,2787
326,3330
659,345
2119,3061
343,1989
2133,511
193,995
1007,3341
2813,119
1347,1097
873,635
1387,2881
2859,2177
2875,465
2381,2055
1094,1538
2395,1649
2107,2257
2791,1173
199,1141
857,2091
1195,1025
2353,1299
82,3110
741,847
909,3015
2373,2735
2870,2866
442,2814
1605,943
1449,1083
2629,1199
1677,455
1687,389
3003,2385
2024,3080
2353,1555
1550,1594
260,1916
2883,1097
1093,1711
2890,2894
613,2767
939,2049
2899,3481
632,3288
970,2254
1303,3077
2779,2545
507,273
837,2735
839,2037
2812,1412
2813,887
1703,2005
2026,2670
2515,2073
597,1279
1735,1141
341,2191
1495,309
2811,2401
1844,1692
880,2320
727,2101
1222,1010
2045,775
2875,3489
597,2959
1893,959
1895,1893
