1141,1071
500,796
1823,1485
949,1519
683,561
704,1344
655,1309
977,3
1679,285
2491,865
389,1631
2361,1723
2239,1709
176,1552
1659,161
2147,217
868,1388
255,621
2573,375
1141,47
2983,997
2663,1061
2989,1367
2033,1123
1651,521
1843,73
2208,1760
2880,192
2759,581
663,1461
2287,1597
2450,1750
2443,721
11,1617
2655,1165
1383,1573
1231,1757
2715,1281
1255,165
1414,1778
1427,361
949,751
2583,1333
660,1788
2457,987
2009,667
69,1183
1042,86
89,1051
3048,1592
1107,1705
2091,945
2099,73
2591,1741
343,757
518,1650
110,1066
151,1205
1989,287
2995,201
2682,1038
1235,553
1664,128
1235,809
2873,443
1087,1069
963,249
2587,897
158,954
1809,963
1707,817
1937,1347
2286,938
69,415
1541,1247
2853,1599
900,1484
443,1121
799,1229
691,457
2477,1367
2834,854
3047,677
615,1573
2303,1645
203,145
1829,63
1521,1379
728,1288
799,1741
2118,1570
2949,591
2969,459
1345,1347
2677,1599
918,1330
278,1458
2897,147
1322,14
1323,929
949,1279
2929,243
15,1421
2810,1438
389,1615
560,896
2512,96
1560,1496
207,1741
553,1435
1871,589
915,889
1159,1173
523,833
539,1169
875,1377
2573,1639
147,889
1141,319
1001,731
2797,1543
226,1750
2423,837
684,724
868,124
581,1167
949,1023
2907,1617
969,891
1141,831
208,96
389,847
561,1075
949,767
182,1682
1012,268
2313,315
697,299
1045,1311
413,567
1755,721
2567,277
158,170
1013,959
536,728
2327,1573
2529,1059
2254,1370
1938,966
1951,1629
2273,803
2439,1685
2947,1321
1412,1244
1733,527
1991,1365
2327,1061
1073,563
1400,248
1920,1424
2081,227
1187,137
2497,1731
2832,1568
1765,1647
2089,1179
2587,1169
1317,1071
2801,1139
852,44
1012,1036
2354,1190
416,1008
991,1565
2682,30
1379,1225
2853,1327
2855,117
1727,189
109,1415
2225,179
302,1402
1117,119
820,1484
833,67
853,479
1837,1223
1999,1485
2181,1615
1379,1481
2357,383
413,1335
934,322
2081,1251
1461,1279
1948,1412
1657,91
2481,387
1851,449
1060,1164
2572,196
2129,1699
509,103
2501,63
905,395
2546,1750
796,1076
2277,607
1001,1515
915,585
775,1573
462,1386
2749,1447
1608,376
55,1461
1191,453
1538,1542
977,1571
1141,15
1160,1592
1108,1052
1141,271
1304,488
2941,231
2450,1526
2635,305
2688,672
2546,726
1252,1228
1752,40
2260,924
1800,1720
2491,1601
2989,1655
461,663
470,1218
1121,915
189,423
1632,0
994,1510
203,1713
2243,985
2763,1201
322,966
486,1074
1950,1178
850,54
213,1391
88,168
1754,782
1442,1062
1603,345
1931,1521
261,511
281,379
457,1099
2802,1750
870,1458
1848,264
2529,275
443,1345
1421,215
158,1178
2935,373
1808,784
2631,229
232,24
2343,1349
567,437
1401,91
1419,1265
2567,1061
2439,677
1045,815
731,225
261,1279
2051,665
130,646
1795,1689
833,115
709,831
230,1330
1399,1397
2266,14
2443,1505
2949,623
357,463
1679,813
1689,747
295,341
804,156
2129,1459
553,1211
895,733
1069,231
357,719
1851,721
2505,1115
2687,1757
732,868
2715,305
1255,1173
2399,957
635,1169
2759,1141
1789,1143
427,1025
2074,1246
1475,1225
2158,26
409,1771
2094,1370
2757,303
1789,1655
1001,507
1597,1079
2907,1649
165,1167
15,173
1322,1582
2529,1283
2947,1545
2954,782
1012,44
413,791
3045,79
819,889
2457,491
2303,861
2649,43
697,779
1372,1508
728,56
2367,1053
630,1522
1115,369
963,457
1951,1405
182,1458
2468,1564
2354,646
2201,1003
2821,1263
1228,276
456,488
2266,798
2587,1201
648,40
680,840
1044,1612
2343,1365
1733,1327
1420,1620
178,1542
1808,0
2648,1720
1250,502
1733,1583
2081,1475
1442,54
1461,1503
2273,1027
711,117
2009,1451
3026,1190
272,768
1461,1247
977,579
2277,63
185,891
2136,712
2982,1554
1539,1785
2511,157
1467,1057
2655,717
2095,189
2583,885
1631,1485
756,1116
2381,1655
2636,1764
1682,1174
227,1561
1851,673
2045,7
2749,1223
966,1010
1789,1031
2786,1414
1173,719
542,378
390,434
2989,1303
2014,1594
3023,669
2755,1209
11,1041
684,388
1275,609
2267,1409
1789,1543
2615,725
2309,1183
2033,1571
2361,763
2553,1211
2238,1370
2399,1741
2614,1090
1843,521
948,796
710,1522
69,1247
2995,649
1117,1575
802,1734
158,250
2954,894
1989,607
2313,107
752,1680
943,1341
1755,897
953,1403
2587,449
1809,1411
2791,997
1521,35
1066,1118
99,409
1107,1257
2091,497
351,973
2326,1762
2497,403
1372,1172
109,215
2243,441
2924,68
1951,1037
1541,1439
1126,210
1948,1748
2303,1069
870,1234
69,479
2183,453
1563,449
443,1057
505,1211
1808,112
2295,661
853,143
213,271
404,1468
1215,1773
274,278
1250,390
322,1190
2439,453
171,625
1971,393
363,1073
711,5
415,525
2040,1064
799,1677
2279,1013
2013,183
2350,826
2158,1146
2858,590
967,789
509,791
2505,1339
977,339
2949,271
2492,420
2219,1633
2880,1680
468,1004
1316,1020
1823,413
1021,791
389,15
1068,1300
2046,138
1824,560
3013,591
2361,491
1426,390
2735,1069
1109,1183
553,219
1535,1597
104,1512
915,1593
185,1131
2635,833
1424,1760
189,471
1837,903
881,691
1442,1622
485,815
1632,112
1156,668
1177,1419
2497,899
1867,577
89,1355
577,1283
2081,675
2405,175
1937,19
2283,929
2295,1669
374,1682
413,119
630,1426
2089,731
798,618
660,1452
2668,852
2062,1370
1117,1335
1776,128
991,1117
1317,1391
728,1624
751,621
2712,280
2254,26
1329,371
2184,840
2225,1011
2254,282
151,229
158,1514
1229,231
596,1132
536,1176
1063,1589
781,551
1918,1034
2567,1621
1938,1414
1640,1496
673,787
2797,887
539,225
732,52
420,1356
581,767
582,1106
611,441
468,220
1610,1566
2277,287
1149,423
2797,631
2332,1652
949,1167
1141,1615
2300,1748
2147,441
205,215
1121,1747
977,355
2129,1251
21,623
509,551
846,170
2982,1330
581,511
1414,658
309,1295
2922,1214
1617,739
510,1722
1162,350
35,889
1535,1037
2879,77
1590,866
970,670
2615,501
2287,1373
1159,1509
51,1321
389,319
1535,1293
2348,1316
296,1176
785,1699
1923,1625
990,26
2978,1638
1352,1592
1539,217
471,789
2777,1275
1001,171
1160,1400
1019,833
867,953
2491,1537
2688,224
1059,1145
2403,441
2735,1565
505,667
2143,1517
1025,1523
1186,870
69,1279
1727,1741
2540,1764
280,168
2081,915
1603,793
2283,145
882,1302
281,827
161,1043
991,621
38,434
1348,108
1399,53
2597,607
1479,805
517,1727
1662,826
213,1071
566,98
1541,703
1229,1495
2529,1619
1073,579
615,1093
2283,1169
839,1445
40,920
2225,963
1114,1230
2924,1636
649,203
517,959
2831,1789
900,1708
1258,574
678,1074
850,1398
1917,1703
2927,221
703,733
553,1787
75,1633
255,285
581,751
2573,519
967,565
2505,1563
2880,1200
2749,1783
2759,1589
1141,1631
663,453
1537,483
1731,1673
2259,1625
33,131
1059,105
471,1541
969,1563
1637,1167
523,801
389,47
1597,1655
969,283
663,1733
2291,1017
1322,1134
2810,766
63,1629
1850,1342
2505,539
732,1316
582,322
2402,54
2443,929
1020,964
1273,1419
3,969
2279,1237
581,1519
602,1246
536,952
3024,0
1562,670
2559,1053
1950,1482
820,940
2313,91
374,1458
69,1519
1087,1629
2719,317
1917,183
1114,222
323,1289
648,1384
971,481
1707,1345
1227,481
1256,840
1979,17
1829,1103
731,1457
2853,79
1087,1117
178,1094
1012,1388
2205,855
1785,1419
2439,1013
1829,591
1369,1643
2855,789
111,973
1899,1
131,841
1754,1118
1117,791
2668,1652
1573,591
130,726
659,537
1490,1766
1421,903
802,502
1141,1199
2941,1351
2309,607
2208,864
2409,203
